name,full_address,latitude,longitude
Promenada Podwale,"bulwar Tadka Jasińskiego, 50-043 Wrocław",51.1083585,17.0225814
Fontanna w Ogrodzie Staromiejskim,50-529 Wrocław,51.1048939,17.033672799999998
Wyspa Piasek,"Unnamed Road,52-007",51.1143223,17.0397684
Kasztanowa aleja Parkowa,"Parkowa 6, 51-616 Wrocław",51.1098107,17.0738073
Ogrodowa Pasja Wroclavia,50-086 Wrocław,51.0971053,17.0339933
SLIVIANCHIK's KAWIARNIA,"Zygmunta Krasińskiego 15, 50-449 Wrocław",51.1065132,17.0434069
cafe mili,"Spiżowa 16/1a, 53-442 Wrocław",51.1014798,17.0011682
NAI Wroclaw | NAJ restauracja,"NAI, plac Jana Pawła II 16, 50-043 Wrocław",51.1124045,17.0242516
Office,"Międzyleska 2/4, 50-514 Wrocław",51.081289,17.0688223
Gołębnik,"Promenada Staromiejska, 50-001 Wrocław",51.1045415,17.034399999999998
Park,"Promenada Staromiejska, 50-001 Wrocław",51.1046583,17.039941199999998
Kaczkomat,"Żabia Ścieżka 6, 50-422 Wrocław",51.1007838,17.0557598
stary dąb alte Eiche,"bulwar Xawerego Dunikowskiego, 50-155 Wrocław",51.1120808,17.0437329
Silesia Park,"Jasna 11, 56-400 Oleśnica",51.2141679,17.3670337
Oława Rozwidlenie na Wilczym Kącie,Wrocław,51.08969,17.081668699999998
Skwer Adolfa Marii Bocheńskiego,"plac Grunwaldzki, Wrocław",51.1138218,17.0524094
ROD Plon,52-007 Wrocław,51.1060778,16.997453999999998
Skwer Guttmanna,"Zalesie, 51-612 Wrocław",51.1203788,17.0876683
Ołbiński Ogród Otwarty,"Stefana Jaracza 37K, 50-305 Wrocław",51.123532,17.0599143
Skwer Hanny Hirszfeldowej,"Kazimierza Bartla, 51-618 Wrocław",51.1085414,17.070695
"Rodzinny Ogród Działkowy ""Dalie""","Długa 78, 53-633 Wrocław",51.1225508,17.0113165
Stok do jazdy na sankach,54-235 Wrocław,51.1253796,16.991142699999997
Skwer Stanisława Bełzy,"Skwer Władysława Bełzy, 51-147 Wrocław",51.1418737,17.0545473
Park Miroslowski,"Modrzejewskiej 7B, 50-071 Wrocław",51.1071045,17.028648699999998
punkt widokowy - (środkowa ławka),"Bolesława Prusa 53, 50-317 Wrocław",51.119472,17.054716
Rodzinny Ogród Działkowy Malina Parking,"Szwajcarska 24, 54-400 Wrocław",51.1069736,16.9788316
Park Kieszonkowy przy ul. Świętokrzyskiej 45a,"Świętokrzyska 45A, 50-327 Wrocław",51.1185038,17.047534799999998
"Pracowniczy Ogród Działkowy ""Różanka""","Unnamed Road, 52-007 Wrocław",51.138405,17.035612999999998
"""Dog Meadow"" dog park","Na Niskich Łąkach 8, 50-422 Wrocław",51.0972302,17.0622702
skwer Wojciecha Młynarskiego,50-001 Wrocław,51.1010096,17.0295499
Ogrody Katarzyny,"Kolejowa 2/7, 53-508 Wrocław",51.1013223,17.0238941
Skwer Bogusławy Jeżowskiej- Trzebiatowskiej,"Fryderyka Joliot-Curie, 50-300 Wrocław",51.111352,17.051952
Stone Garden,"Unnamed Road, Wrocław",51.1083366,17.088170899999998
Eko łąka,"Zawalna 25, 51-139 Wrocław",51.1345406,17.038829
Wybieg dla psów,"Władysława Grabskiego 2, 53-535 Wrocław",51.0979158,17.017084
Skwer Wrocławianek przy ulicy Bernardyńskiej,"Bernardyńska, 50-156 Wrocław",51.1102397,17.0425093
Zagajnik Kromerski,Wrocław,51.1342092,17.0752816
Skwer Dembowskiego,51-668 Wrocław,51.1065437,17.092041
Nicolaus Copernicus Park,"Teatralna, 52-443 Wrocław",51.1050088,17.0343214
Skwer im. Czesława Niemena,"Wojciecha Bogusławskiego 20, 50-023 Wrocław",51.0996201,17.0330425
Kaim Square,51-690 Wrocław,51.1088747,17.0945851
For dogs,"Słowiańska 20, 50-235 Wrocław",51.1248687,17.042728399999998
Lower Silesia Landscape Parks - Wroclaw Branch,"Puszczykowska 10, 50-559 Wrocław",51.0760923,17.034977899999998
Bank słoików i miejsce bookcrossingu,"Bolesława Prusa, Wrocław",51.1227364,17.0606628
Old Town Promenade,"Promenada Staromiejska, 50-529 Wrocław",51.1060926,17.0275168
Wzgórze Partyzantów,"Nowa, 52-007 Wrocław",51.1049276,17.039078099999998
Perfekcyjne Ogrody,"Nowa, 50-438 Wrocław",51.1060146,17.0396233
Polish Association of Allotment,"Starogroblowa 4, 54-241 Wrocław",51.1254659,17.0043339
Dog Park,"Wyszyńskiego 99, 50-332 Wrocław",51.121287,17.052374399999998
Promenada Oławska,"Walońska 13, 50-413 Wrocław",51.1053909,17.051263
Wybieg dla psów (psia hubka),"Hubska 25/9, 50-501 Wrocław",51.0944457,17.0420765
Skwer na rogu Wyszyńskiego i Prusa,"Wyszyńskiego, 50-331 Wrocław",51.1191533,17.050903599999998
Punkt obserwacyjny RS,51-153 Wrocław,51.1353002,17.050865899999998
Walking Promenade,"bulwar Xawerego Dunikowskiego, 50-155 Wrocław",51.1119853,17.0440662
Górka Zdrowia,"grobla Kozanowska 1A, Wrocław",51.1286116,17.005569899999998
Xawery Dunikowski Boulevard,"bulwar Xawerego Dunikowskiego, 52-007 Wrocław",51.1129556,17.0411947
ZIELONO NIEBIESKI PLAC ORLĄT LWOWSKICH,"Tęczowa 2, 53-602 Wrocław",51.1074836,17.0209279
art-object piwo książęce,"Księcia Witolda 49/15, 50-202 Wrocław",51.1145833,17.0300025
Publiczne źródło wody do picia,"Bolesława Prusa 37, 50-319 Wrocław",51.1195734,17.0518116
Ptaki Wodne ZOO Wrocław,51-618 Dąbie,51.1058004,17.0702175
Kilimandżaro,"Fryderyka Chopina 32, 51-613 Wrocław",51.125793,17.0864041
Klubokawiarnia Mleczarnia,"Pawła Włodkowica 5, 50-072 Wrocław",51.1081093,17.0252436
Restauracja Bella Storia,"plac Grunwaldzki 53, 50-366 Wrocław",51.1139651,17.069944
Park Uśmiechu na Borku,"Wolbromska, 53-318 Wrocław",51.0862674,17.0081247
Park linearny | Tor Partynice,"Ołtaszyńska 98a, 53-034 Wrocław",51.0584272,17.0058301
Nowy Park Kleciński. Część południowa,53-015 Wrocław,51.0620171,16.9876732
Park Grabiszyński,"Grabiszyńska 333, Wrocław",51.0878431,16.9788331
Park kieszonkowy Łączka na Wiejskiej,"Wiejska 2, 52-411 Wrocław",51.0771167,16.962708499999998
Skwer Strefa Relaksu,"Chociebuska 9, 54-433 Wrocław",51.1157112,16.958770299999998
Park Strachowicki,"Graniczna, 54-530 Wrocław",51.1093605,16.8985426
Park Kleciński,"Partynicka, 53-015 Wrocław",51.0626941,16.9892622
Park osiedlowy,52-200 Wrocław,51.0576904,17.0095225
Park Kleciński. Skwer Katyński,52-314 Wrocław,51.0643212,16.9853427
Skwer,"Jerzego Cieślikowskiego 26, 54-622 Wrocław",51.1037405,16.9499791
Park kieszonkowy,"Hugona Steinhausa 11a, 52-300 Wrocław",51.074417,16.9762943
Park In Sp. z o.o.,"Ożynowa 51B/lok. 2, 53-009 Wrocław",51.0651848,17.0109921
Park generała Tadeusza Rozwadowskiego,52-200 Wrocław,51.0533597,17.015183999999998
Zielnik w parku Skowronim,"Weigla 12, 53-114 Wrocław",51.0765229,17.0241771
Oporowski Forest,Wrocław,51.0914865,16.9679005
Mała Sobótka / Górka Skarbowców,"Racławicka 50, 50-001 Wrocław",51.0817707,16.9967927
Park z rozetą,"Poranna 11, 53-026 Wrocław",51.073847,16.993292
Obserwatorium Przyrody,50-030 Wrocław,51.0740581,16.9958927
Skwer Wojciecha Korfantego,50-001 Wrocław,51.0800397,17.0073382
Park Krzycki,"Skarbowców 100, 53-032 Wrocław",51.0704373,16.9896148
Mammoth Park,"Marcina Bukowskiego, Wrocław",51.0811089,16.975497
Aleja Europejskiej Stolicy Kultury,50-001 Wrocław,51.1110781,16.9477321
Skwerek Nowodworski,"Nowodworska 49B, 54-433 Wrocław",51.116,16.9602379
ROD Pod Topolami,50-001 Wrocław,51.0697752,17.0285638
Oaza Buczacka- Park Deszczowy,"Buczacka 6, 54-611 Wrocław",51.0995845,16.9380822
ChrupkOgród,"Lipowa, 52-200 Wysoka",51.0455206,17.0148436
"ROD ""Pod Wiśniami""","Powstańców Śląskich 209a, 53-332 Wrocław",51.0770938,17.0069209
Skwer Ewy Szumańskiej,53-014 Wrocław,51.0698893,17.005674199999998
Fayden Sp.z.o.o,"al. Armii Krajowej 10A/1, 50-541 Wrocław",51.0835382,17.0392273
"Park "" Green Hutmen""","Grabiszyńska 186, 53-234 Wrocław",51.0977494,16.9905522
ROD ODPOCZYNEK Boczne Wejście,Wrocław,51.0831346,16.9975454
DACH MAJORKA,"Świętego Mikołaja 55, 50-043 Wrocław",51.1113463,17.0253199
"Rodzinny Ogród Działkowy ""Irys""","Stanisławowska 32-34, 54-611 Wrocław",51.0946267,16.9516392
ROD Strachowice kolonia Szafirek,54-530 Wrocław,51.1172663,16.892440399999998
Park Kleciński. Plac Zabaw,"53-031, Partynicka 5, 53-031 Wrocław",51.0624261,16.9906644
Nowy skwer przy Polarnej z siłownią zewnętrzną,"Polarna, 53-018 Wrocław",51.0693192,17.0013324
Skwer przy ulicy Modlińskiej,50-001 Wrocław,51.0820725,16.9992141
Ogródki Działkowe WARZYWO,"Graniczna 2A 54-530, 54-530 Wrocław",51.1089879,16.9491524
"Rodzinny Ogród Działkowy ""Irys""","Krzemieniecka 90, 54-614 Wrocław",51.0953976,16.9568702
Park Jana Kasprowicza we Wrocławiu,"Park przy al. Jana Kasprowicza, aleja Jana Kasprowicza, 51-140 Wrocław",51.1359968,17.0488796
"ROD ""Irys""","Pińska, 54-618 Wrocław",51.0949494,16.947824
ROD Dolinka,"Racławicka 107, 53-149 Wrocław",51.076305,16.9847046
Park Wojszycki,52-234 Wrocław,51.0604594,17.0397543
Manganowa Street Art,"Manganowa, Wrocław",51.1022661,17.006156999999998
Park Grabiszyński,Wrocław,51.0861643,16.9863325
LISOVE OGRODY Usługi projektowe i wykonawcze,"Wiejska 3, 52-411 Wrocław",51.0778788,16.9627856
"ROD ""Pod Gruszą""",52-225 Wrocław,51.0692335,17.0179422
Skwer przy Anielewicza,"Oksywska 3, 53-152 Wrocław",51.0843107,17.0016003
Park Oporów,"Jordanowska 48, 52-403 Wrocław",51.0836787,16.9606912
Kopiec Kościuszki,"4W6X+2F, Wrocław",51.1100997,16.9487128
WKO Chill & Friends,"Cesarzowicka 100/1, 52-408 Wrocław",51.0752013,16.9583688
Skwer na Kruszwickiej,"Kruszwicka 8, 53-652 Wrocław",51.1136168,17.0107981
Testowelove,"Kryniczna, 52-213 Wrocław",51.0530029,17.0225577
Ogrodowi Czarodzieje,"Grabiszyńska 251B, 53-234 Wrocław",51.0968714,16.9862118
Wały Ślęzańsko-Muchoborskie,Wrocław,51.1055758,16.9570069
Lots Allotment Gardens,"53-006, Agrestowa 66, 53-006 Wrocław",51.0691889,17.0184691
AQUAFLORA,"Komorowska 29, 54-436 Wrocław",51.1120008,16.9553305
Stonehenge (kręgi ogniskowe),Wrocław,51.1164113,16.9429955
Płaska,54-516 Wrocław,51.1092178,16.9415729
"Rodzinny Ogród Działkowy ""Przedświt""","Przedświt 10, 54-618 Wrocław",51.0935061,16.9481084
Świetlisty dąb przy Sukielickiej,"Sukielicka 15, 54-311 Wrocław",51.1187158,16.9426912
Pracowniczy Ogród Działkowy,"Odkrywców 58, 53-212 Wrocław",51.0843863,16.9840423
'Red Poppies' Allotment,"Orawska, 52-227 Wrocław",51.0703071,17.0247286
Ogrodomania Suprynowicz Wrocław,"Stanisławowska 47, 54-611 Wrocław",51.0963632,16.9486299
ROD,"Unnamed Road, Wrocław",51.1006799,16.9547265
R.O.D. Magnolia,"Buraczana 29, 52-311 Wrocław",51.0689517,16.976278399999998
Las Kleciński,Wrocław,51.0607245,16.9579797
Park Zabrodzki,"Zabrodzie, Wrocław",51.0586887,16.9406836
Tablica informacyjna,"Most Muchoborski, most Muchoborski, 52-007 Wrocław",51.0942503,16.9689659
GreenWro Jarosław Stołowski,"Śliwkowa 89, 55-080 Smolec",51.0839092,16.9024662
Park,"Stare Miasto, 50-001 Wrocław",51.104288,17.031716799999998
Park Migdałowy,Wrocław,51.0599737,16.9802341
Rodzinny Ogród Działkowy Nad Ślęzą,"Klecińska 2a, 53-238 Wrocław",51.0961238,16.9705919
Usługi Ogrodnicze Floris Ogrody Sp. z o.o.,"Świętego Mikołaja 30, 50-046 Wrocław",51.1116395,17.025233399999998
ROD Przodownik,"Odkrywców 91A, Wrocław",51.0808641,16.9844071
Rodzinny Ogród Działkowy Obrońca,"Weigla 9, 53-114 Wrocław",51.0753002,17.0237808
Iseki Bielany Wrocławskie,"Wrocławska 13, 55-040 Bielany Wrocławskie",51.040203,16.9696183
Götz-Gebäudemanagement,"Zwycięska 20A/102, 53-033 Wrocław",51.058279,17.013575
ROD Kwitnąca Dolina,"Francuska 164a, 54-405 Wrocław",51.1033085,16.9625157
Skwer,52-200 Wysoka,51.0481169,17.0019641
On the Low Meadows Park,"Na Niskich Łąkach 2A, 50-422 Wrocław",51.0983417,17.0578604
Florizon - Naturalnie Profesjonalny!,"Karmelkowa 70, 52-319 Wrocław",51.0683931,16.971946
Las Sołtysowicki,"Sołtysowicka 73, 51-168 Wrocław",51.1520753,17.0794675
Bruk-Garden,"Drohobycka 21, 54-620 Wrocław",51.0960405,16.9389996
Skwer Kozi Park,"Strączkowa 30, 52-214 Wrocław",51.0528585,17.0306104
Skwer na Wojszycach,"Skibowa 2C, 52-230 Wrocław",51.065488,17.034437999999998
ROD ODPOCZYNEK B/N,"Park, Racławicka, 53-149 Wrocław",51.0816167,16.9984198
Sequoia tree (Malinka i Banan),"3XMF+JQ, Wrocław",51.084069,16.9744313
Skwer przy ulicy Przyjaźni,53-015 Wrocław,51.068645,17.002853899999998
Dolina Lupików,"Krzycka 42, 53-020 Wrocław",51.0706181,16.9982361
Skwer na Ołtaszynie,"Parafialna 79, 52-233 Wrocław",51.0572772,17.0223217
ROD Oaza,"Ślężna 224, 53-113 Wrocław",51.0734893,17.016023999999998
Park Szpitalny,"Unnamed Road, 52-007 Wrocław",51.0732878,17.0195248
ROD Skalniak,"Orawska 14, 52-227 Wrocław",51.0639573,17.021853
ROD Odpoczynek B/N II,"Skarbowców 2, 53-025 Wrocław",51.0799803,16.9993321
Usługi arborystyczne - Quercus Chirurgia Drzew Konrad Żywioł,"Zaporoska 73/8, 53-415 Wrocław",51.0927627,17.0152564
Park sp. z o.o.,"Muchoborska 16, 54-424 Wrocław",51.10853,16.97065
Lupus,"Strońska 8, 50-540 Wrocław",51.0738573,17.0415727
ROD FIOŁEK I,Wrocław,51.0789667,17.0856811
Park Koreański,"Koreańska, 55-010 Wrocław",51.0554623,17.0858106
Park pałacowy,"Parkowa, 55-010 Żerniki Wrocławskie",51.0327778,17.0525
Park Na Skraju,52-116 Wrocław,51.0492207,17.082767399999998
Rodzinny Ogród Działkowy,"Unnamed Road, 52, 007",51.0762636,17.073130799999998
"Rodzinny Ogród Działkowy ""Jelcz""","Morwowa, 50-509 Wrocław",51.0763113,17.0556384
Rodzinny Ogród Działkowy Wiarus,"Agrestowa 131,52-228, 52-228 Wrocław",51.0624911,17.016197599999998
Kosmiczne Wojszyce,"Kosmiczna 15, 52-225 Wrocław",51.0657841,17.0303395
Cztery Pory Roku,"Sucharskiego 19, 52-205 Wrocław",51.0561056,17.0160065
"ROD ""Jagoda"" sektor C",52-131 Wrocław,51.0614268,17.063819
"ROD ""Jagoda"" sektor A",52-131 Wrocław,51.0621926,17.058739199999998
Rodzinny Ogród Działkowy „Bajki” Kolonia „Astry”,"Gliniana 49, 50-525 Wrocław",51.0925788,17.037211
Wzgórze Gajowickie,"Krucza 93, Wrocław",51.0935064,16.9963327
Hachiko - Park dla Psów,"Sztabowa 66, 53-310 Wrocław",51.0894105,17.012664
Naturalnie Kamila Szklarz,"Cypryjska, 52-121 Wrocław",51.0550357,17.082153299999998
Skwer Harivansha Rai Bachchana,52-114 Wrocław,51.062225,17.079419299999998
"ROD ""Jagoda"" sektor B","Ernesta Malinowskiego, 52-131 Wrocław",51.0618035,17.0613348
ROD Łączność,"Ziębicka 44, 50-507 Wrocław",51.0791377,17.0558724
Dzikie ogrody,"Wietrzna 97, 53-024 Wrocław",51.0736311,16.995582
"Rodzinne Ogrody Działkowe ""Jedność""","Unnamed Road 52-231, 52-231",51.0691622,17.0511715
ROD Dolinka,"al. Generała Józefa Hallera 99, 53-110 Wrocław",51.0904634,16.9945587
Altanka,52-200 Wysoka,51.0475107,17.0018212
Zespół Dworski,55-040 Ślęza,51.0345796,16.9904719
Wybieg dla psów,"Morwowa 4, 50-509 Wrocław",51.0773743,17.0596758
Park Brochowski,"Konduktorska, 52-443 Wrocław",51.0630266,17.071864899999998
"Rodzinny Ogród Działkowy ""Pokój""","al. Armii Krajowej 54, Wrocław",51.085795,17.0608491
Ogrody usługi ogrodnicze,"Stefana, Grota-Roweckiego 24, 52-219 Wrocław",51.0677548,17.0322283
Wzgórze Tarnogajskie,"Owocowa 3B, 50-508 Wrocław",51.0734176,17.0633907
Kontener ESK,Wrocław,51.0834507,17.0668497
Skwer Solidarności Walczącej,"Tadeusza Kościuszki, 50-001 Wrocław",51.1028594,17.0300639
"ROD ""Jagoda""","Dróżnicza, 52-129 Wrocław",51.0598178,17.0606156
Wzgórze Gajowe,50-001 Wrocław,51.073191,17.0503295
Lower Silesia Tourist Organization,"Świdnicka 44, 50-027 Wrocław",51.1020875,17.0299048
ROD Mieczyk,"Konduktorska, Wrocław",51.0649021,17.068153199999998
ROD Promyk,"Unnamed Road, 52-010 Wrocław",51.0619201,17.090794
Rodzinny Ogród Działkowy JELCZ (wejście od Winogronowej),"Winogronowa, 50-509 Wrocław",51.0779218,17.0560404
PergoPlus,"Ludwiga van Beethovena, 52-129 Wrocław",51.0539783,17.063755099999998
ROD Elektron,"Wiaduktowa 19, 52-111 Wrocław",51.0662628,17.073454299999998
Wybieg dla psów,53-015 Wrocław,51.0603361,16.9899439
Las Zakrzowski,51-217 Wrocław,51.1777508,17.1316623
"Wał przeciwpowodziowy, spacerowy ""Nowy Dom""","Opatowicka 18, 52-028 Wrocław",51.093574,17.1088249
Wzgórze przy ulicy Wilczej,50-438 Wrocław,51.0917096,17.070975699999998
Wybieg dla psów,"Gaj,50-001",51.0795046,17.0461097
Park Złotnicki,54-029 Wrocław,51.1357865,16.8793978
ROD Park Wschodni,"33PM+P3, Wrocław",51.086751,17.082722
"Zielona Przestrzeń - projektowanie, aranżacja, zakładanie i pielęgnacja ogrodów","al. Wiśniowa 33/Lokal 2, 53-313 Wrocław",51.085183,17.015332
ROD Zgoda,52-131 Wrocław,51.0670177,17.0598136
"Ogrody Bies Wycinka Drzew Wrocław, Pielęgnacja Zieleni","Tarninowa 4, 53-009 Wrocław",51.0683684,17.0149142
ROD Maciejka,"Grota-Roweckiego 215, 53-316 Wrocław",51.0442854,17.028233999999998
"Rodzinny Ogród Działkowy ""Witaminka""",Wrocław,51.074806,17.0540332
Plac przed Centrum Historii Zajezdnia,"Centrum Zajezdnia, Bzowa, 53-437 Wrocław",51.0971765,16.9916151
Rodzinny Ogród Działkowy,"Owocowa, 50-508 Wrocław",51.0750379,17.056113099999997
Allium Design - projektowanie zieleni Wrocław,"Kukuczki 13, 50-570 Wrocław",51.0715805,17.035914299999998
ROD „Przyjaźń”,"Herbaciana 1, 52-311 Wrocław",51.06941,16.9827342
Rodzinny Ogród Działkowy ZŁOCIEŃ,"Wiaduktowa 21, 52-111 Wrocław",51.0702841,17.072449799999998
Polskie Konsorcjum Granitu,"Kobierzycka 10, 52-315 Wrocław",51.0619259,16.984557799999997
ROD Azalia,"Terenowa 5, 52-231 Wrocław",51.0696624,17.0456325
Staw,"Chabrowa 11, 52-200 Wysoka",51.0480326,17.0024408
Wrocław,,51.1092948,17.0386019
Korill180,"Krakowska 180, 50-429 Wrocław",51.0817258,17.0790772
Bistro Rodzinne,"Maksymiliana Jackowskiego 57c, 51-645 Wrocław",51.1038752,17.1112716
Strefa foodtrucków,"Wystawowa 1, 51-618 Wrocław",51.1063003,17.0768248
Momentai Singapore,"Karola Olszewskiego 118/4, 51-646 Wrocław",51.101726,17.1078621
ZŁOTY SMOK 1,"pętla Bacciarellego, 51-649 Wrocław",51.1023452,17.1162507
Hotel Wodnik,"Na Grobli 28, 50-421 Wrocław",51.1034395,17.0638967
Karczma u Lwa,"Zygmunta Wróblewskiego, 51-618 Wrocław",51.1045464,17.0769315
Restauracja Hotel Śląsk,"Oporowska 60, 53-434 Wrocław",51.0972948,16.9980959
Lepione | ul. Kuźnicza 43,"Kuźnicza 42, 50-138 Wrocław",51.1136349,17.0345573
